index,X1,X2,X3,X4,date
73730,857138,0,713701,690247,"20150519T000000"
73736,709776,0,857138,690280,"20150519T000000"
106929,857138,0,713989,974309,"20150522T000000"
106938,857138,0,711303,974395,"20150522T000000"
106949,857138,0,1963161,974488,"20150522T000000"
112185,857138,0,710182,1019616,"20150523T000000"
115263,857138,0,713929,1047138,"20150523T000000"
120213,703569,0,857138,1088349,"20150524T000000"
120283,714781,0,857138,1088978,"20150524T000000"
131079,857138,0,713876,1182047,"20150525T000000"
131087,727716,0,857138,1182114,"20150525T000000"
134913,857138,0,1981017,1214261,"20150525T000000"
134916,713366,0,857138,1214287,"20150525T000000"
135213,857138,0,708425,1216923,"20150525T000000"
135216,709051,0,857138,1216947,"20150525T000000"
142699,714116,0,857138,1280171,"20150526T000000"
142700,857138,0,724710,1280186,"20150526T000000"
152517,726742,0,857138,1363929,"20150527T000000"
158572,712948,0,857138,1415126,"20150527T000000"
183637,857138,0,715366,1626442,"20150530T000000"
183638,857138,0,720231,1626444,"20150530T000000"
189746,718993,0,857138,1678820,"20150531T000000"
189752,857138,0,698990,1678863,"20150531T000000"
193253,713947,0,857138,1707481,"20150531T000000"
199162,857138,0,708896,1756767,"20150531T000000"
242536,717030,0,857138,2117950,"20150605T000000"
256757,723507,0,857138,2236572,"20150606T000000"
256764,857138,0,722090,2236637,"20150606T000000"
257760,715231,0,857138,2244581,"20150606T000000"
257764,857138,0,702448,2244603,"20150606T000000"
278685,713127,0,857138,2419466,"20150608T000000"
300790,705929,0,857138,2602181,"20150610T000000"
319274,857138,0,732421,2753642,"20150612T000000"
326244,707389,0,857138,2811676,"20150613T000000"
326248,857138,0,708351,2811709,"20150613T000000"
338349,714152,0,857138,2912129,"20150614T000000"
361981,857138,0,715014,3104529,"20150616T000000"
365882,706253,0,857138,3135743,"20150616T000000"
373031,857138,0,712531,3195574,"20150617T000000"
391485,731969,0,857138,3345960,"20150619T000000"
399007,857138,0,1376868,3406895,"20150620T000000"
399010,723457,0,857138,3406905,"20150620T000000"
437252,857138,0,706980,3719046,"20150623T000000"
